Date,CYPH.US,DVLT.US,FAT.US,GNPX.US,HBIO.US,PHIO.US,QCLS.US,RANI.US,RLMD.US,RVYL.US,SBLX.US,SEGG.US,SGBX.US,SLNH.US,SLRX.US,SONN.US,TEAD.US,THAR.US,TRUG.US,TYGO.US,UGRO.US,VEEE.US,VIVK.US,VSTD.US,WKHS.US,WORX.US,ZYXI.US,DZZ.US,MSOX.US,SOC.US,SPRU.US,TE.US
2025-07-16,0.35,0.5951,2.39,14.64,0.405,2.38,10.9,0.41,0.6063,0.3285,6.1,11.8,39.3216,0.6359,9.4515,8.61,2.54,1.63,5.73,1.33,0.3061,2.38,0.745648,1.67,2.26,0.423,2.27,1.78,2.93,22.07,1.57,1.39
2025-07-17,0.341,0.57,2.37,14.175,0.4539,2.43,9.47,0.4169,0.5951,0.314,6.6,11.7,39.3664,0.6032,9.198,7.79,2.71,1.65,5.9,1.28,0.3101,2.39,0.805609,1.525,2.1,0.4326,2.35,1.87,3.02,28.34,1.47,1.5
2025-07-18,0.344,0.67,2.42,13.845,0.4509,2.45,8.75,0.4156,0.577,0.332,6.6801,11.6,39.584,0.63,9.222,6.18,2.66,1.69,5.705,1.3,0.325,2.35,0.829981,1.605,2.14,0.4125,2.31,1.89,2.94,31.69,1.5,1.48
2025-07-21,0.339,0.7678,2.44,13.005,0.45,2.39,12.94,0.42,0.614,0.3101,6.96,12.3,39.04,0.61,10.89,5.15,2.99,1.664,7.99,1.32,0.3844,2.35,0.851064,1.645,2.07,0.4221,2.34,1.8748,3.55,29.75,1.46,1.53
2025-07-22,0.351,0.7243,2.42,13.35,0.443,2.52,10.7,0.4374,0.6255,0.305,7.05,12.2,38.592,0.635,10.653,5.15,2.88,1.62,6.76,1.26,0.47,2.41,0.795745,1.7025,1.97,0.4192,2.44,1.781,3.4,30.18,1.42,1.57
2025-07-23,0.3572,0.708,2.47,12.84,0.5558,2.54,11.21,0.455,0.719,0.3179,7.15,11.8,40.6336,0.5721,10.5,4.57,3.11,1.66,6.2,1.31,0.446,2.41,0.829691,1.9825,2.05,0.4296,2.5,1.8464,3.33,28.11,1.38,1.57
2025-07-24,0.3654,0.6855,2.43,14.275,0.57,2.51,13.2,0.5014,0.6652,0.3269,7.1,11.6,39.2512,0.5745,11.2695,4.22,2.94,1.53,6.13,1.293,0.46,2.33,0.77853,2.025,2.08,0.4415,2.53,1.845,3.5847,28.66,1.32,1.48
2025-07-25,0.3597,0.6878,2.45,13.62,0.5647,2.74,11.68,0.532,0.6467,0.3142,7.04,11.2,38.4,0.5375,11.25,3.99,2.95,1.494,5.775,1.25,0.44,2.28,0.889749,2.085,1.94,0.427,2.58,1.858,4.2,28.64,1.29,1.42
2025-07-28,0.3396,0.65,2.44,13.12,0.5292,2.53,12.5,0.5509,0.6404,0.318,8.0218,10.0,38.5984,0.4999,11.1165,4.05,2.99,1.46,6.09,1.22,0.5299,2.32,0.895455,2.1425,1.89,0.42,2.56,1.8148,4.26,29.84,1.28,1.4
2025-07-29,0.334,0.6019,2.4,12.615,0.4999,2.54,15.44,0.5399,0.6254,0.304,7.51,9.334,39.04,0.4834,14.994,3.26,2.73,1.34,5.56,1.23,0.4565,2.29,1.10251,2.1925,1.71,0.4306,2.48,1.83,3.75,29.05,1.19,1.34
2025-07-30,0.3217,0.5678,2.38,11.735,0.477,2.43,12.5,0.5471,0.6401,0.2927,7.49,10.8,42.3104,0.4647,11.742,3.22,2.59,1.32,5.14,1.47,0.4601,2.187,1.0058,2.19,1.73,0.373,2.49,1.9578,3.82,30.17,1.27,1.29
2025-07-31,0.31,0.5353,2.28,11.55,0.4657,2.38,10.91,0.5359,0.6224,0.263,7.73,9.712,36.448,0.458,8.9895,3.32,2.53,1.245,5.46,1.32,0.4142,2.1723,1.06383,2.335,1.74,0.3429,2.23,1.8636,3.47,30.67,1.27,1.19
2025-08-01,0.306,0.5096,2.21,11.55,0.4361,2.33,10.1,0.5284,0.5904,0.2634,7.17,9.301,15.744,0.4287,9.45,2.81,2.46,1.24,5.14,1.31,0.395,2.17,1.0735,2.09,1.65,0.3278,1.265,1.79,4.06,29.62,1.18,1.16
2025-08-06,0.3261,0.3933,2.06,11.0,0.505,2.33,10.45,0.5497,0.599,0.3024,6.25,9.1,23.488,0.46,7.905,2.98,2.58,1.21,5.29,1.28,0.4038,2.59,0.961315,1.89,1.73,0.287,1.55,1.745,4.73,30.12,1.2,1.25
2025-08-07,0.3158,0.4015,2.05,11.07,0.5141,2.25,9.84,0.533,0.6019,0.2991,5.92,8.69,18.432,0.4999,8.34,2.88,1.94,1.26,5.25,1.22,0.362,2.51,0.919342,1.78,1.74,0.3227,1.47,1.83,5.13,29.03,1.17,1.27
2025-08-08,0.3156,0.4203,2.03,10.69,0.5278,2.25,9.68,0.528,0.5874,0.3058,5.88,8.1,25.5936,0.463,7.5,3.22,1.73,1.234,5.09,1.31,0.3258,2.1,0.934429,1.71,1.7,0.3007,1.45,1.825,5.85,28.83,1.55,1.28
2025-08-11,0.3121,0.419,2.02,10.635,0.479,2.13,10.99,0.5,0.5631,0.3234,6.14,8.0,21.7728,0.4498,8.541,3.07,1.7,1.2,4.27,1.28,0.4565,2.09,0.92234,1.7,1.7,0.314,1.42,1.82,9.02,29.09,1.45,1.24
2025-08-12,0.3234,0.42,1.98,11.725,0.4825,2.14,11.0,0.531,0.588,0.295,6.31,8.29,19.392,0.5225,8.25,2.99,1.92,1.4,4.33,1.27,0.427,2.02,0.884526,1.73,1.73,0.3199,1.58,1.795,8.65,28.48,1.38,1.25
2025-08-13,0.339,0.4373,2.05,11.26,0.5,2.19,10.5,0.528,0.5682,0.3222,6.75,8.2,17.184,0.55,7.257,3.95,1.88,1.32,4.6,1.3,0.459,2.05,0.82205,1.74,1.83,0.3214,1.65,1.765,10.83,28.87,1.42,1.34
2025-08-14,0.2436,0.4652,2.01,10.8,0.4894,2.19,10.23,0.5568,0.6072,0.3043,6.83,9.174,16.8896,0.5699,6.7905,3.76,1.84,1.32,4.28,1.27,0.4007,2.11,0.831721,1.72,1.77,0.3181,1.59,1.835,9.54,29.78,1.4,1.26
2025-08-15,0.2681,0.4589,1.97,10.61,0.529,2.18,10.1,0.55,0.6461,0.2882,6.76,8.678,15.4432,0.52,6.927,3.54,1.89,1.35,4.35,1.25,0.3601,2.05,0.802418,1.66,1.65,0.3239,1.52,1.81,7.95,27.55,1.4,1.48
2025-08-18,0.2884,0.4681,2.01,9.545,0.5047,2.15,10.18,0.5538,0.664,0.3242,6.59,8.446,15.6032,0.52,6.68,3.35,1.82,1.3,4.4,1.3,0.384523,2.06,0.81441,1.69,1.61,0.3034,1.52,1.8099,9.48,28.8,1.41,1.55
2025-08-19,0.2864,0.4341,1.85,8.505,0.487,2.01,9.47,0.5491,0.6211,0.2988,6.305,8.21,14.3296,0.4451,5.66,3.19,1.75,1.17,4.31,1.29,0.3601,2.01,0.807447,1.61,1.45,0.2795,1.56,1.84,7.36,27.72,1.47,1.46
2025-08-20,0.2684,0.4037,1.78,8.145,0.474,2.03,9.49,0.5295,0.6125,0.3025,6.13,7.996,13.8432,0.4336,5.44,3.22,1.72,3.59,4.23,1.29,0.387,1.943,0.812379,1.56,1.4,0.2752,1.54,1.925,8.56,27.09,1.4,1.33
2025-08-22,0.2978,0.4175,1.87,8.415,0.489,2.09,6.25,0.6244,0.627,0.3146,7.08,7.6,11.5328,0.482,5.77,3.47,1.94,4.72,4.18,1.25,0.4002,2.07,0.791683,1.49,1.45,0.318,1.66,1.7936,9.39,28.79,1.43,1.59
2025-08-25,0.31,0.451,1.88,8.25,0.502,1.99,6.85,0.6016,0.624,0.3217,7.05,7.195,12.3136,0.4773,5.62,3.59,1.9,7.71,4.32,1.3,0.4039,2.02,0.759188,1.3001,1.41,0.2908,1.68,1.86,10.49,28.04,1.45,1.62
2025-08-26,0.2963,0.4213,1.8158,8.475,0.5435,2.04,7.79,0.593,0.6614,0.3152,6.21,7.51,11.552,0.4976,5.76,3.61,1.76,6.11,4.23,1.4,0.4005,2.03,0.720793,1.44,1.39,0.3812,1.66,1.81,11.15,28.4,1.54,1.61
2025-08-27,0.2907,0.4247,1.81,8.635,0.5341,2.03,9.0,0.5634,0.6695,0.3177,5.9,6.32,11.52,0.476,5.95,3.55,1.79,4.96,4.22,1.36,0.4285,2.03,0.675048,1.34,1.36,0.3319,1.68,1.8,11.08,28.36,1.47,1.58
2025-08-28,0.2952,0.3941,1.8,8.735,0.5202,1.98,6.16,0.5398,0.775,0.3141,6.29,5.973,11.6672,0.4703,5.68,3.38,1.75,6.05,4.18,1.38,0.4181,1.963,0.720116,1.35,1.37,0.3472,1.64,1.8356,11.38,28.04,1.49,1.64
2025-08-29,0.2884,0.357,1.81,8.2,0.495,1.97,4.83,0.5101,1.12,0.2998,6.105,5.0,11.456,0.474,5.76,3.25,1.75,5.95,4.17,1.4,0.4138,1.951,0.708221,1.27,1.32,0.3283,1.64,1.785,11.37,26.98,1.45,1.65
2025-09-02,0.2945,0.326,1.89,7.91,0.4892,2.12,3.8,0.466,1.42,0.306,5.445,5.57,11.2,0.4898,4.97,3.17,1.66,5.2,3.571,1.41,0.4035,2.26,0.773694,1.71,1.29,0.329,1.55,1.695,9.52,23.08,1.54,1.89
2025-09-03,0.2899,0.285,1.855,8.205,0.474,2.08,3.48,0.4854,1.47,0.2946,5.28,6.31,11.0656,0.5,4.8,3.13,1.63,4.77,3.795,1.41,0.5974,2.08,0.715667,1.53,1.3,0.345,1.49,1.655,7.9,22.76,1.52,1.83
2025-09-05,0.283,0.307,1.88,11.475,0.4782,2.04,3.3,0.5022,1.65,0.2752,4.66,6.1,8.0064,0.4767,4.71,2.85,1.63,3.68,3.5,1.5,0.491,2.84,0.702,1.32,1.26,0.3136,1.49,1.67,8.31,22.8,1.53,1.98
2025-09-08,0.2859,0.3241,1.865,10.285,0.4546,2.12,3.77,0.5,1.6,0.2966,5.33,5.8,7.65,0.5201,4.65,3.29,1.66,2.96,3.39,1.51,0.4876,2.49,0.683,1.16,1.2,0.3,1.46,1.6899,8.08,22.08,1.54,1.98
2025-09-09,0.2824,0.3112,1.89,10.445,0.4375,2.44,3.59,0.4994,1.56,0.285,6.31,5.82,7.48,0.5252,4.64,3.12,1.62,2.79,3.16,1.71,0.5446,2.35,0.6421,1.25,1.19,0.3,1.5,1.7024,8.91,20.06,1.59,1.94
2025-09-10,0.283,0.3212,1.91,12.505,0.4489,2.47,3.63,0.486,1.61,0.2926,5.22,5.925,8.15,0.5922,4.58,3.49,1.57,3.05,3.37,1.74,0.5973,2.37,0.6136,1.2,1.16,0.299,1.46,1.705,7.79,24.59,1.61,1.87
2025-09-12,0.2986,0.3328,1.9,14.585,0.4416,2.18,3.89,0.4996,1.59,0.304,5.4,5.3,8.78,0.7167,5.29,5.9,1.72,3.14,3.35,1.72,0.582,2.4,0.6051,2.13,1.15,0.314,1.48,1.7,6.42,23.08,1.65,1.86
2025-09-15,0.3093,0.3346,1.93,13.755,0.4395,2.13,3.99,0.4879,1.67,0.2786,5.525,5.465,8.39,0.93,5.445,5.54,1.64,2.94,3.74,1.62,0.5946,2.39,0.552,1.87,1.14,0.312,1.48,1.67,6.11,22.01,1.7,1.78
2025-09-16,0.3174,0.445,1.94,13.59,0.4849,2.16,3.95,0.499,1.6,0.2817,5.68,5.08,8.31,0.98,5.69,6.48,1.75,2.88,3.54,1.65,0.5991,2.36,0.5525,1.54,1.12,0.3143,1.56,1.67,6.87,22.43,1.81,1.75
2025-09-17,0.3129,0.3427,1.91,11.645,0.4662,2.11,3.87,0.4704,1.51,0.2828,5.87,5.01,9.0,0.985,5.555,7.06,1.69,2.68,3.32,1.765,0.5954,2.36,0.5555,1.75,1.11,0.3,1.5,1.59,6.72,24.49,1.76,1.77
2025-09-18,0.3214,0.4147,1.93,12.225,0.4833,2.11,3.9,0.4816,1.65,0.2797,6.03,5.19,10.4,0.8562,4.56,7.58,1.73,2.66,3.25,1.81,0.555,2.38,0.5849,1.74,1.14,0.3015,1.55,1.5514,7.3,24.06,1.83,1.86
2025-09-19,0.2898,0.4513,1.91,11.63,0.4686,2.07,3.86,0.5149,1.53,0.3,5.84,5.4,9.82,1.08,4.32,6.2,1.68,3.6,2.905,2.05,0.5229,2.42,0.5529,1.85,1.12,0.2841,1.55,1.52,6.96,23.56,1.76,1.95
2025-09-22,0.3077,0.41,2.03,11.5,0.4766,2.24,3.71,0.4964,1.65,0.2934,5.64,5.45,9.3,2.1,4.195,5.72,1.72,2.91,2.715,2.17,0.55,2.39,0.512777,1.89,1.16,0.297,1.58,1.52,6.77,23.58,1.74,2.03
2025-09-23,0.2954,0.7383,2.3,11.01,0.4577,2.17,3.51,0.4801,1.67,0.3084,5.53,5.06,9.02,2.37,4.275,5.96,1.67,2.82,2.69,2.35,0.5475,2.49,0.4712,1.94,1.13,0.2961,1.53,1.545,6.88,24.49,1.59,1.84
2025-09-24,0.3073,0.65,2.03,10.36,0.4477,2.23,5.2,0.49,1.65,0.2924,5.25,5.0,8.0,3.5,4.09,6.21,1.72,2.96,2.73,2.3,0.4951,2.73,0.434,1.89,1.12,0.2929,1.5,1.588628,7.61,21.76,1.7,2.2
2025-09-25,0.3461,0.8348,2.01,9.2625,0.4392,2.2,4.7,0.4792,1.66,0.2941,5.12,5.0,8.215,2.94,3.95,5.33,1.66,2.91,2.63,2.44,0.485,2.76,0.369,1.85,1.07,0.296,1.47,1.55,6.4,20.15,1.81,2.27
2025-09-26,0.35,1.09,1.96,8.94,0.4439,2.23,4.64,0.48,1.81,0.303,4.92,4.81,7.88,2.75,3.81,5.33,1.69,3.02,2.67,2.4,0.4545,2.76,0.349,1.78,1.08,0.2898,1.45,1.5346,6.06,19.75,2.08,2.2
2025-09-29,0.3598,1.15,1.92,8.365,0.4398,2.36,4.08,0.49,1.88,0.3015,4.96,4.46,6.9,2.52,3.8,4.89,1.68,2.9,2.61,2.45,0.45,2.8,0.2674,1.66,1.1,0.2876,1.47,1.5246,9.18,18.53,2.25,2.33
2025-09-30,0.454,1.09,1.95,8.47,0.4385,2.48,4.15,0.4998,2.01,0.296,5.01,4.41,7.17,2.35,3.67,4.58,1.65,2.84,2.45,2.5,0.412,2.74,0.4201,1.61,1.1,0.29,1.45,1.5291,7.75,17.46,2.45,2.18
2025-10-01,0.5259,1.36,1.9,8.85,0.4478,2.42,4.2,0.509,2.16,0.508,5.28,4.432,3.87,2.54,3.8,5.03,1.63,3.15,2.42,2.38,0.4241,2.69,0.2834,1.48,1.12,0.293,1.44,1.5102,8.44,20.06,2.45,2.39
2025-10-02,0.73,1.53,1.92,10.0,0.4593,2.39,5.1,0.505,2.66,0.3988,5.73,4.46,3.55,2.47,4.15,6.01,1.61,3.05,2.41,2.45,0.474,2.73,0.3,1.51,1.11,0.2877,1.45,1.53,9.09,19.56,2.64,2.36
2025-10-03,0.5335,1.34,1.99,9.595,0.449,2.39,5.75,0.505,2.32,0.4429,5.59,4.27,3.35,2.22,3.89,5.63,1.63,2.91,2.43,2.42,0.4641,2.78,0.286,1.55,1.15,0.322,1.47,1.5248,8.8,19.09,2.88,2.53
2025-10-06,0.7637,2.08,2.03,10.215,0.44,2.36,4.9,0.5056,2.08,0.4057,6.1,4.01,3.35,1.8,3.93,5.44,1.66,3.03,2.35,2.55,0.4398,2.74,0.2796,1.44,1.15,0.3204,1.47,1.505,9.51,18.57,3.18,2.8
2025-10-07,0.6264,2.53,2.06,10.115,0.4384,2.35,4.47,0.4997,1.99,0.3815,5.69,4.04,3.41,2.03,4.52,5.05,1.63,3.02,2.68,2.68,0.412,2.69,0.246,1.35,1.09,0.304,1.45,1.49,9.77,19.29,3.04,2.86
2025-10-08,0.7501,2.37,2.08,12.215,0.4444,2.42,4.16,0.4901,2.13,0.3834,6.15,3.95,3.75,2.83,4.12,5.13,1.64,3.18,2.48,2.74,0.3984,2.61,0.2106,1.45,1.11,0.306,1.48,1.5379,9.49,19.93,2.86,2.93
2025-10-09,0.686,2.28,2.055,11.565,0.4419,2.36,3.97,0.4772,2.2,0.3951,5.66,4.0,3.24,2.57,4.36,4.735,1.63,3.16,2.42,2.66,0.4019,2.55,0.2155,1.39,1.09,0.31,1.44,1.5034,9.5,19.65,3.26,3.83
2025-10-10,0.6385,1.9,1.975,10.2575,0.4196,2.202,3.68,0.4582,2.04,0.3501,5.1677,3.725,6.24,2.41,4.08,4.41,1.51,2.98,2.23,2.44,0.371,2.3,0.1991,1.28,1.04,0.275,1.38,1.5153,7.86,18.39,3.02,3.64
2025-10-13,0.6031,1.7,1.9701,9.7,0.4217,2.18,3.89,0.4685,2.02,0.3389,5.495,4.65,5.01,2.26,3.96,4.37,1.52,2.92,2.16,2.34,0.3721,2.52,0.1844,1.27,1.1,0.275,1.38,1.505,9.09,18.61,3.03,3.5
2025-10-14,0.6209,2.19,2.015,12.625,0.4206,2.22,4.36,0.4844,1.93,0.3402,6.03,4.52,3.84,2.79,4.175,4.31,1.55,3.12,2.13,2.5,0.575,2.42,0.1878,1.28,1.1,0.2983,1.38,1.504,8.57,17.69,3.03,4.01
2025-10-15,0.624,2.1,2.07,42.0,0.424,2.24,4.74,0.4904,2.07,0.37,5.62,4.47,3.02,4.29,4.6,3.95,1.51,3.16,2.31,2.54,0.4635,2.31,0.2951,1.27,1.1,0.3177,1.39,1.495,9.6,14.13,2.96,5.24
2025-10-16,0.5729,1.82,2.0,23.775,0.4,2.12,5.5,0.4709,2.01,0.3538,5.24,4.01,3.08,4.19,4.25,3.73,1.49,2.88,2.26,2.4,0.4421,2.28,0.29,1.29,1.04,0.2948,1.34,1.5012,8.13,13.12,2.73,4.69
2025-10-17,0.5515,1.79,1.96,18.145,0.3793,2.11,4.39,1.64,2.01,0.3212,5.14,4.09,3.02,4.42,4.11,3.63,1.44,2.87,2.15,2.34,0.4,2.4,0.2054,1.23,1.03,0.2787,1.33,1.75,7.38,11.81,2.8,4.32
2025-10-20,0.5226,2.42,1.981,14.0,0.398,2.16,4.52,2.25,2.26,0.3209,4.8,4.41,2.44,3.95,4.05,4.01,1.58,3.16,2.23,2.49,0.3741,2.37,0.2267,1.31,1.1,0.274,1.365,1.6326,7.86,12.79,2.9,4.76
2025-10-21,0.4856,2.53,1.95,11.5,0.41,2.13,4.18,2.85,2.24,0.3217,4.77,4.88,2.37,3.48,3.78,3.89,1.55,2.99,2.255,2.39,0.34515,2.37,0.2284,1.22,1.12,0.3538,1.42,1.99,6.95,12.4,2.98,4.48
2025-10-22,0.4594,2.14,1.96,10.96,0.3985,2.11,3.75,2.415,2.14,0.3009,4.46,4.69,2.28,3.41,3.67,3.63,1.53,2.7,2.16,2.48,0.3622,2.32,0.2462,1.19,1.06,0.2763,1.34,2.66,6.22,11.82,2.71,4.11
2025-10-23,0.4676,2.25,1.88,9.16,0.4038,2.14,4.1,2.09,2.21,0.3139,4.72,4.61,2.96,3.58,3.76,4.44,1.54,2.9,2.21,2.48,0.3542,2.31,0.2602,1.19,1.1,0.2714,1.36,3.08,7.03,14.02,2.72,3.71
2025-10-24,0.4785,3.42,1.9,9.61,0.4079,2.12,4.19,1.82,2.1,0.37,4.66,4.48,2.48,3.05,3.94,4.94,1.55,3.09,2.25,2.56,0.3717,2.245,0.2912,1.17,1.1,0.287,1.4,3.6,7.1,13.36,2.61,3.47
2025-10-27,0.4893,3.28,1.895,8.75,0.402,2.162,4.13,1.78,2.33,0.4115,4.63,4.41,2.42,2.9,3.83,5.85,1.72,3.09,2.39,2.51,0.3884,2.28,0.2889,1.09,1.09,0.2841,1.36,8.42,6.64,12.85,2.73,3.83
2025-10-28,0.5342,3.23,1.89,6.99,0.3999,2.16,3.84,1.89,2.45,0.359,4.6,4.42,2.5,2.91,3.725,4.89,1.61,2.93,2.48,2.54,0.3767,2.25,0.2678,1.06,1.08,0.3176,1.32,9.5,6.23,13.02,3.0,3.7
2025-10-29,0.4781,2.67,1.79,6.64,0.4465,2.065,3.8,1.66,2.45,0.3472,4.58,4.37,2.47,3.22,3.85,4.75,1.52,3.0,2.23,2.29,0.375,2.16,0.2569,0.9267,1.06,0.2966,1.32,7.89,6.32,13.26,2.91,3.6
2025-10-30,0.459,2.52,1.77,6.27,0.63,2.06,3.38,1.45,2.32,0.3469,4.5,3.55,2.29,3.03,3.84,4.7,1.45,2.97,2.2,2.01,0.3741,2.14,0.2287,0.85,1.01,0.3329,1.25,6.06,5.85,12.83,2.9,3.64
2025-10-31,0.4472,2.03,1.77,5.77,0.5166,2.05,3.95,2.2,2.26,0.3673,4.42,3.5,2.32,3.49,3.89,5.02,1.48,2.95,2.24,2.09,0.38,2.12,0.2313,0.7799,1.01,0.3054,1.15,5.92,6.34,10.46,2.8,3.72
