Date,ADTX.US,BGMS.US,BKYI.US,BLNE.US,BOXL.US,CODX.US,CYPH.US,DVLT.US,ENTO.US,EQ.US,FRGT.US,GNPX.US,GREE.US,HBIO.US,HYPD.US,IBIO.US,IRWD.US,KALA.US,LMFA.US,PHIO.US,QCLS.US,RLMD.US,RNTX.US,SBLX.US,SLRX.US,SONN.US,SSP.US,STIM.US,TPST.US,TRAW.US
2020-11-03,1.0156249999603901,1.0123456790123457,1.0041985675475427,0.9856115107913669,1.0378787878787878,1.0565184626978146,1.0105263157894737,0.9851485148514851,0.9723572718433117,0.9583333333333333,0.9674418604651163,1.0550161812297734,0.9775238455000472,1.0780346820809248,1.0336391437308867,1.0363636363636364,1.019507186858316,1.0267229254571026,1.0385495511353635,1.0095238095238095,1.0,1.0532128514056225,1.0353982300884954,1.034749034749035,0.9796645391123646,1.0,1.074467047437384,1.0938697318007664,1.0266666666666666,1.0114533965244865
2020-11-04,0.994871794884595,0.9939024390243902,1.0154943433349728,1.0,0.9562043795620438,1.014265335235378,1.015625,0.964824120603015,1.0121428571428572,0.9960474308300397,0.9375,0.99079754601227,1.0,0.9919571045576409,0.9792899408284025,0.9941520467836257,1.0332326283987916,0.9931506849315068,0.9593220338983052,1.0188679245283019,0.9887640449438202,1.0397203686050207,1.0085470085470087,1.0485074626865671,1.0107575757575757,1.007843137254902,0.9950574944522897,1.0595446584938704,1.0194805194805194,0.9988285825849278
2020-11-05,1.0721649485006353,1.0061349693251533,1.0171954468394284,1.072992700729927,1.0305343511450382,1.0196905766526019,1.005128205128205,1.0260416666666667,1.0254057868736768,0.9702380952380951,1.0615384615384615,0.9845201238390093,0.986281518693846,1.010810810810811,1.0090634441087611,1.011764705882353,0.9756335282651072,1.0013793103448276,1.0030035335689045,1.0324074074074074,1.0340909090909092,1.002444987775061,0.983050847457627,1.0782918149466192,1.0367261280167892,0.9922178988326849,1.043385707045109,1.0909090909090908,0.9936305732484076,1.0203283815480844
2020-11-06,0.9615384614239147,0.9969512195121951,0.9988095238095239,0.9455782312925171,1.0518518518518518,0.9958620689655172,1.1224489795918366,0.9949238578680203,0.9965588437715073,0.9100204498977507,1.0144927536231885,0.9874213836477987,0.9116172005093544,0.981283422459893,1.0149700598802396,1.005813953488372,1.065934065934066,0.9807162534435262,0.9691738594327991,1.0,1.0274725274725274,0.9722560975609758,0.9741379310344829,0.9339933993399341,0.9664545980335454,0.9960784313725491,1.0968619450111727,1.0378787878787878,1.0,0.9923371647509579
2020-11-09,0.9450000001338495,1.018348623853211,0.9785458879618594,1.064748201438849,0.9718309859154931,0.7957063711911357,0.6954545454545454,1.086734693877551,1.0037292817679557,0.797752808988764,1.031238095238095,1.0,0.9948961500854224,1.0272479564032697,1.0176991150442478,0.9421965317919075,1.0093720712277412,1.0182584269662922,1.0119956379498365,1.0807174887892375,0.9251336898395722,1.002508623392913,0.9469026548672566,1.0318021201413428,1.0622381807301018,0.952755905511811,1.041452612931798,0.9284671532846717,0.9871794871794872,1.0088803088803089
2020-11-10,1.0105820105547592,1.015015015015015,1.063580998781973,1.0675675675675675,1.036231884057971,1.0234986945169713,1.0457516339869282,1.704225352112676,0.9838998211091234,0.9802816901408451,1.0759142962689325,1.0095541401273886,1.0359426300328323,1.0344827586206897,0.9942028985507245,1.0736196319018405,1.0701021355617457,1.0055172413793103,1.0023347701149423,1.029045643153527,0.976878612716763,1.004691898654989,1.0373831775700935,0.9623287671232877,1.0490140845070424,0.9834710743801652,1.0534104439530532,1.0345911949685533,1.0064935064935066,1.046684526087511
2020-11-11,1.0,1.0384615384615385,1.0249656436097114,1.2025316455696202,1.0,1.130952380952381,0.99375,0.7878787878787878,1.0213986013986014,1.4482758620689655,0.9098712446351931,1.003154574132492,0.9900542118432026,1.005128205128205,0.9970845481049564,1.0,1.0030368763557485,0.9945130315500685,1.02132234366601,0.9475806451612905,1.017751479289941,1.013387297633873,1.009009009009009,1.0142348754448398,1.0255102040816326,1.046218487394958,0.9726303891490393,1.0151975683890577,1.0193548387096776,0.9879390027495564
2020-11-12,1.005235602080899,0.9886039886039886,0.9497206703910616,0.8473684210526315,1.1258741258741258,1.1421052631578947,0.9685534591194969,0.8846153846153846,0.9845269067506504,0.888888888888889,1.0,0.9937106918238994,0.9750015795126677,0.9974489795918368,0.97953216374269,0.9828571428571429,1.0,1.0013793103448276,1.0771929824561404,0.9234042553191489,1.2906976744186047,1.0092165898617513,0.9553571428571429,1.2280701754385965,0.968840010473946,1.0120481927710843,0.9818212002988295,1.0,0.9936708860759492,1.079940784603997
2020-11-13,1.0260416666006502,1.0201729106628241,0.9616470588235294,1.1180124223602483,1.0434782608695652,0.9861751152073733,1.0389610389610389,0.9920948616600791,1.015299026425591,1.0111607142857142,1.0424528301886793,1.0,0.99486996716779,1.0358056265984654,1.0029850746268658,1.0348837209302326,1.008650519031142,1.022038567493113,0.935016286644951,1.023041474654378,0.9054054054054054,0.991476407914764,0.9813084112149534,1.1400000000000001,0.9864864864864865,0.9880952380952381,1.036185322962462,1.0688622754491017,0.980891719745223,0.9064427690198766
2020-11-16,0.9898477157611237,1.0112994350282485,1.0217763640812332,0.9388888888888889,0.8988095238095237,0.9072096128170895,0.975,0.9920318725099602,0.9595890410958904,1.011037527593819,0.995475113122172,1.0316455696202531,0.9948435142264728,1.002469135802469,1.0238095238095237,1.151685393258427,1.0128644939965694,1.0,1.0242118097892354,1.0135135135135136,0.9651741293532339,1.0199570156585815,1.019047619047619,1.0050125313283207,0.9721917808219178,1.0080321285140563,1.0219484334203655,1.1106442577030813,1.0,0.9765595463137996
